ID,DR,G,ND,WD,other
ID_QW9GQM,0.006677323,0.4050965,1.9232559e-05,0.5868031,0.0014038472
ID_G9VPQ9,0.5908576,0.32993454,0.0011238848,0.065949954,0.012134023
ID_QIMIEM,0.0019017513,0.31747755,2.9635396e-06,0.68061644,1.2580697e-06
ID_TSINUQ,0.034593634,0.41973677,1.932102e-05,0.54563004,2.0266742e-05
ID_I7OOHH,0.118959434,0.23931424,5.088895e-07,0.6417073,1.8467603e-05
ID_QG9HRD,0.7610261,0.21916458,9.801975e-08,0.019809224,6.0836247e-10
ID_4H8KV9,0.09798951,0.2554913,0.0010307207,0.6454113,7.718588e-05
ID_QG7V9L,0.18912359,0.008692606,0.009653437,0.053658575,0.7388719
ID_JD7LXZ,0.010767472,0.35737467,3.6662136e-06,0.63177603,7.819417e-05
ID_SHOLMQ,0.0665142,0.7271674,2.5141628e-06,0.20223568,0.0040801717
ID_33PCW7,0.0039666663,0.02032195,7.3859032e-06,0.7933434,0.18236054
ID_M6GY9M,0.95322436,0.035703957,5.065878e-05,0.011021006,5.0746223e-08
ID_VQIRFJ,0.0022702003,0.34488907,2.7802344e-07,0.597233,0.05560747
ID_6R1XNE,0.00025683083,0.983889,6.043493e-06,0.0158469,1.3027822e-06
ID_FKC2OS,0.0046244166,0.16773677,0.006526842,0.8211077,4.291457e-06
ID_0JHFOF,0.028670434,0.9263133,3.2973043e-05,0.044974655,8.669919e-06
ID_I0FQA2,0.00012734669,0.95667243,6.870933e-07,0.04319953,1.5747457e-08
ID_DUVQWO,0.573641,0.011851167,0.10674788,0.18293779,0.124822184
ID_TH5J2W,0.88867795,0.054775972,6.0285638e-05,0.055247623,0.001238176
ID_OSXVWB,0.0023849136,0.32903424,0.64273775,0.025670882,0.0001722657
ID_0N9CWU,0.8447114,0.005843934,2.9963113e-07,0.14944336,1.0051236e-06
ID_FF1PBK,0.21207304,0.7529876,2.605836e-07,0.03493633,2.746665e-06
ID_UHC8IE,0.017890515,0.29380453,3.7522447e-09,0.68655014,0.001754874
ID_F4N0AP,3.1677097e-05,0.29610905,5.5052418e-08,0.7038531,6.214179e-06
ID_DUICYW,0.0020548108,0.35528535,3.5432078e-07,0.4222916,0.22036785
ID_8L14AJ,0.097246416,0.45190617,0.0013312029,0.44950923,7.0020124e-06
ID_LKQ2J6,1.4434436e-06,0.9996766,1.6903905e-09,0.00032197128,7.266924e-10
ID_LZ4WMI,0.39889696,0.18798359,7.640786e-06,0.41153064,0.0015811684
ID_607DHU,0.0012849142,0.6386831,9.044635e-07,0.3600311,1.316903e-10
ID_NUEM53,0.00027926473,0.21979104,2.440479e-07,0.77988386,4.5603156e-05
ID_KE4OQG,0.60511136,0.34894997,7.458671e-07,0.045937873,6.509903e-08
ID_X38F51,0.55672127,0.365676,0.00042285016,0.077129364,5.052547e-05
ID_50N8E5,0.003049297,0.45902005,6.278597e-07,0.5379171,1.2943998e-05
ID_83S89D,0.005540207,0.21329603,9.709395e-06,0.7811492,4.9329806e-06
ID_Y502JL,0.00044087472,0.023051232,3.2575404e-08,0.9764714,3.642861e-05
ID_1SG38X,0.002526618,0.023332916,7.8899e-10,0.0015956974,0.9725448
ID_MBTN48,0.02827047,0.55381656,9.466743e-06,0.25580582,0.16209769
ID_XVOWGU,0.0017926024,0.668614,2.9654623e-07,0.32958043,1.2734412e-05
ID_C6FDZO,0.0046656295,0.765982,0.001410948,0.2269545,0.0009870094
ID_OSC2WN,0.0006785225,0.07890464,2.7578716e-07,0.92041624,3.5239185e-07
ID_A5HLKA,0.062903516,0.18189445,0.013223872,0.7419194,5.8788733e-05
ID_9QRLSH,0.0005830259,0.34932634,1.0595857e-05,0.64954185,0.00053817336
ID_QNW1NG,0.00016507886,0.29865494,0.0028582744,0.6983203,1.3314253e-06
ID_IKVV79,0.0002479774,0.26862407,7.984243e-06,0.73112,4.6626866e-08
ID_X5DZFW,0.105501845,0.27358198,0.00060054474,0.61930686,0.0010087822
ID_ZZ9YVT,0.090932064,0.6652391,1.31695915e-05,0.2438156,5.807399e-09
ID_IUFHIE,0.021928143,0.7420604,2.3681531e-07,0.23600513,5.984472e-06
ID_2CXE6Z,0.00036206868,0.42218468,6.431026e-07,0.5774525,2.244378e-07
ID_5ZB9UR,0.25624087,0.1354659,1.9980723e-06,0.608274,1.7264432e-05
ID_DQ168L,1.31967245e-05,0.9744163,2.5973619e-05,0.02554446,9.849953e-11
ID_ECMHM8,0.02948324,0.12111577,7.2168673e-06,0.84904337,0.00035046344
ID_7XHCO7,0.0009085902,0.019669695,1.0833524e-05,0.9794105,3.4878317e-07
ID_YWJOQY,0.99656254,0.0022463098,1.0504563e-05,0.0011806104,7.778281e-08
ID_VHT7FC,0.013042262,0.5824703,1.2713259e-06,0.3286759,0.07581019
ID_5DX5XW,0.040964175,0.61910415,4.6558466e-06,0.33988503,4.201647e-05
ID_B6W5FW,0.6254098,0.02901178,0.3372493,0.008329089,7.011985e-08
ID_A1EF00,0.008984521,0.25049248,7.767335e-06,0.7405133,1.8619286e-06
ID_PF4UDD,0.0004884717,0.19093177,1.5881851e-07,0.80856717,1.2414663e-05
ID_QYSXKB,0.40929863,0.16307278,0.08251371,0.34507152,4.3387452e-05
ID_SK5CR9,0.24826944,0.011295114,0.72740173,0.012981313,5.2370695e-05
ID_UVDZWU,0.030097654,0.5257976,7.0256425e-07,0.25514102,0.18896298
ID_14YUIO,0.002069037,0.060460187,1.2182122e-07,0.9374605,1.0262085e-05
ID_08QQWR,0.08038369,0.35903832,0.00021636856,0.52956516,0.030796373
ID_K0FSN2,0.026784481,0.163544,7.86129e-06,0.8095909,7.278993e-05
ID_KAOMCU,0.09882278,0.8464409,1.2573416e-10,0.054732844,3.4027055e-06
ID_6PUAKW,0.9900092,0.0033826488,0.0010024917,0.005500302,0.00010536059
