ID,DR,G,ND,WD,other
ID_QW9GQM,0.00069186586,0.53087157,3.391469e-05,0.4677405,0.00066214934
ID_G9VPQ9,0.0018833338,0.78431624,0.0013704204,0.09621055,0.11621947
ID_QIMIEM,5.359757e-05,0.70794696,3.7963005e-07,0.2919574,4.163762e-05
ID_TSINUQ,0.0039144666,0.8206463,0.001028661,0.16197693,0.012433589
ID_I7OOHH,0.07805991,0.5083442,0.007319604,0.38069758,0.025578743
ID_QG9HRD,0.05696905,0.9194468,0.0003329155,0.021881122,0.0013701454
ID_4H8KV9,0.0065955804,0.53277874,0.00078185933,0.45711383,0.00273001
ID_QG7V9L,0.45184824,0.19418722,0.020534385,0.2813628,0.05206736
ID_JD7LXZ,0.013523671,0.56978774,0.0026479717,0.41233176,0.0017088854
ID_SHOLMQ,0.0005076658,0.937601,7.443961e-05,0.04492671,0.016890286
ID_33PCW7,0.016058937,0.10162291,0.0018512802,0.86361146,0.016855456
ID_M6GY9M,0.51597977,0.3687663,0.0080031175,0.09741824,0.009832575
ID_VQIRFJ,0.0005257285,0.17524976,0.00023129486,0.779942,0.044051256
ID_6R1XNE,0.000886043,0.9506897,2.0938642e-05,0.048350535,5.27673e-05
ID_FKC2OS,7.274251e-05,0.5061517,5.1320338e-05,0.4926425,0.0010817403
ID_0JHFOF,0.20656404,0.72015786,0.013659484,0.059464816,0.00015379212
ID_I0FQA2,0.0061405627,0.68484116,0.00018486725,0.2911756,0.017657824
ID_DUVQWO,0.6903692,0.0059749177,0.2652317,0.022891399,0.015532774
ID_TH5J2W,0.7446069,0.020425988,0.041666057,0.17734954,0.01595149
ID_OSXVWB,0.09065608,0.6373776,0.0056175143,0.26088908,0.005459699
ID_0N9CWU,0.2304162,0.08506567,0.020049976,0.593682,0.07078614
ID_FF1PBK,0.003586221,0.90044475,0.0015212549,0.060643777,0.03380394
ID_UHC8IE,6.0496208e-05,0.50228894,0.000716868,0.49615574,0.00077793316
ID_F4N0AP,4.570202e-06,0.9810704,2.1955962e-06,0.018861005,6.187945e-05
ID_DUICYW,0.00045575478,0.15308112,0.00011422674,0.84220386,0.0041450057
ID_8L14AJ,0.00038658164,0.80908877,0.00024674975,0.10701019,0.083267786
ID_LKQ2J6,0.00057282037,0.99791485,5.0396247e-06,0.0014859452,2.1386533e-05
ID_LZ4WMI,0.1874018,0.24817793,0.02545275,0.41640273,0.12256485
ID_607DHU,0.000565588,0.15452814,0.00010449866,0.84083396,0.0039677727
ID_NUEM53,6.310378e-05,0.06787895,8.17733e-06,0.9317672,0.0002825635
ID_KE4OQG,0.0018594778,0.8477306,0.00047950612,0.14064428,0.009286135
ID_X38F51,0.8451572,0.09873296,0.0035742363,0.049516432,0.003019182
ID_50N8E5,5.284398e-05,0.65619934,0.000114824834,0.33318633,0.010446697
ID_83S89D,0.00047545522,0.37642378,0.0003934864,0.6182452,0.004462129
ID_Y502JL,0.0006957595,0.03779969,0.00021482958,0.95422107,0.007068657
ID_1SG38X,0.0044105942,0.9730479,2.3823377e-05,0.020408679,0.0021090067
ID_MBTN48,0.018486422,0.6040004,0.0016016922,0.36201563,0.013895824
ID_XVOWGU,0.0035409597,0.9289533,0.0015271116,0.05694801,0.009030703
ID_C6FDZO,0.0053881947,0.932702,0.00055550237,0.05898547,0.0023688565
ID_OSC2WN,0.0009524348,0.181535,0.00034022803,0.79893154,0.018240826
ID_A5HLKA,0.00044523794,0.09352082,2.008472e-06,0.9058196,0.00021228669
ID_9QRLSH,0.004159215,0.22597481,0.0004905054,0.74451387,0.024861593
ID_QNW1NG,0.0025451467,0.76971614,0.0009508334,0.22496378,0.001824079
ID_IKVV79,0.00026602423,0.049135495,2.9334125e-05,0.95050377,6.545743e-05
ID_X5DZFW,0.026066313,0.23852703,3.3713644e-05,0.7349145,0.00045842706
ID_ZZ9YVT,0.0037981027,0.7133512,5.0042214e-05,0.28226817,0.0005324653
ID_IUFHIE,0.0060058106,0.9713523,0.00049463613,0.011825223,0.010322
ID_2CXE6Z,4.20451e-05,0.6560827,2.0080157e-05,0.34362933,0.00022589508
ID_5ZB9UR,0.7065826,0.023859208,0.1451107,0.10906626,0.015381263
ID_DQ168L,0.0004791426,0.9384803,6.5069326e-05,0.060369994,0.00060553174
ID_ECMHM8,0.001565764,0.35401663,0.00014226435,0.6296114,0.014663875
ID_7XHCO7,0.001316393,0.062075224,0.00024107673,0.93630445,6.291675e-05
ID_YWJOQY,0.99126774,0.0044448334,0.0019672532,0.002257237,6.294045e-05
ID_VHT7FC,2.7497925e-05,0.8295075,1.0000079e-05,0.16744338,0.003011665
ID_5DX5XW,0.0019719524,0.57107323,6.211557e-05,0.42067698,0.0062157647
ID_B6W5FW,0.98226154,0.010257405,0.0052706143,0.0019986795,0.0002116622
ID_A1EF00,0.00018724815,0.14366533,2.1534779e-05,0.85610646,1.9448986e-05
ID_PF4UDD,0.0003004318,0.15807305,5.410506e-05,0.8414625,0.00010990607
ID_QYSXKB,0.8478031,0.04029666,0.07688517,0.027162796,0.007852353
ID_SK5CR9,0.7795401,0.079935536,0.098419555,0.018834054,0.02327066
ID_UVDZWU,8.33314e-05,0.980142,2.22846e-05,0.006758362,0.0129939625
ID_14YUIO,0.0054318914,0.3979031,0.0025200727,0.48991266,0.10423219
ID_08QQWR,0.010974616,0.90318775,0.0005736421,0.08123889,0.0040250886
ID_K0FSN2,0.0037779056,0.38317463,0.00011255645,0.6115353,0.0013995499
ID_KAOMCU,0.04178292,0.954581,0.000398855,0.0015118074,0.0017254363
ID_6PUAKW,0.87545115,0.008005881,0.050423168,0.054981474,0.011138389
ID_6WZR90,0.0051943427,0.031991966,0.00055747386,0.96173286,0.0005233742
ID_KS5Z0E,0.008641696,0.092224695,0.0003808265,0.89812213,0.00063060236
ID_US5CVL,0.0017128156,0.11951201,0.0014217524,0.71792746,0.15942593
ID_ZVGK72,0.84503156,0.11405772,0.0034296864,0.037018042,0.0004630883
ID_DK03VI,0.0020221265,0.50691384,0.00043632052,0.44804156,0.042586204
ID_SXI2EA,0.9036708,0.026187869,0.06627665,0.0027511006,0.0011135355
ID_WS4JZD,0.00045048303,0.98876965,3.5906203e-05,0.010269259,0.00047475082
ID_T5O5RE,0.0002702306,0.99813473,3.7621455e-06,0.001538803,5.2387342e-05
ID_PVWUSP,0.8756412,0.11542277,0.006553979,0.0016112473,0.00077078945
ID_RNYL4P,0.0021967303,0.33202076,6.8788395e-06,0.66530085,0.00047476424
ID_U8SFLB,0.0041639577,0.54012495,0.0019246814,0.45322448,0.0005619306
ID_2NZ89R,0.006447199,0.2401966,0.0007130721,0.6686914,0.08395172
ID_OEOW09,6.2030267e-06,0.7869099,2.7586789e-06,0.21295455,0.0001266123
ID_ETT9KK,0.0043229866,0.0723319,0.0001186148,0.92314696,7.9486636e-05
ID_84GAU6,0.15732485,0.11627406,0.014457391,0.70092666,0.011017095
ID_QI9ZOF,0.034868892,0.73634154,0.0027349899,0.22010739,0.00594721
ID_RN4WXU,0.008427495,0.3999356,0.0021503775,0.50086236,0.08862414
ID_DTX7CE,0.0009313373,0.99399513,0.00035557122,0.003229979,0.0014879209
ID_PQZ7L1,0.3026994,0.09463904,0.013540621,0.5876807,0.001440352
ID_7RYOOR,0.0001886368,0.03310375,0.000174934,0.96597975,0.00055294106
ID_0M70MH,0.77734065,0.10318795,0.05248446,0.04883697,0.018150022
ID_QDNEIN,0.028410332,0.668634,0.0061027524,0.18394157,0.11291136
ID_TCTVD2,0.0010590927,0.27715945,0.00014442453,0.70981795,0.01181909
ID_CZPNKP,0.00069833244,0.92805815,0.00013030789,0.054291178,0.016822007
ID_9JK4P8,0.0001495307,0.7907674,2.6060874e-05,0.20797876,0.0010782197
ID_5HJHUX,0.9157524,0.028800605,0.03230072,0.018127013,0.005019232
ID_GAGQOT,0.7931641,0.046316985,0.07415392,0.07604533,0.0103196185
