ID,DR,G,ND,WD,other
ID_QW9GQM,0.0012426272,0.45162317,3.757454e-08,0.5469763,0.00015787064
ID_G9VPQ9,0.0830024,0.7952704,0.00021729944,0.09669665,0.02481327
ID_QIMIEM,4.3865857e-06,0.6634361,4.2156215e-10,0.3365592,3.669531e-07
ID_TSINUQ,0.00014903,0.60014874,2.0346066e-08,0.39970058,1.7099821e-06
ID_I7OOHH,0.12818758,0.57679635,3.0649974e-06,0.2949996,1.33229e-05
ID_QG9HRD,0.80284894,0.17467043,4.2344334e-07,0.022479953,2.9895932e-07
ID_4H8KV9,0.14644992,0.44691586,1.5478852e-05,0.4064712,0.00014750635
ID_QG7V9L,0.059005342,0.1763037,0.013295941,0.7495318,0.0018631931
ID_JD7LXZ,0.014983404,0.35338748,0.029729359,0.6016016,0.00029818024
ID_SHOLMQ,0.012854654,0.9735868,1.2772674e-09,0.013366764,0.00019166278
ID_33PCW7,0.028874341,0.10869618,3.5302592e-06,0.8624147,1.1271711e-05
ID_M6GY9M,0.9286012,0.05053459,1.13546685e-05,0.020852715,1.3087651e-07
ID_VQIRFJ,0.004619427,0.5267465,3.4134663e-07,0.4685211,0.00011265295
ID_6R1XNE,8.7200635e-05,0.98428774,1.6759679e-05,0.015606855,1.3842184e-06
ID_FKC2OS,0.012786652,0.16429923,0.0037640128,0.81910115,4.899946e-05
ID_0JHFOF,0.038224053,0.9167109,2.6030991e-06,0.04503424,2.8150627e-05
ID_I0FQA2,0.026840996,0.7428649,0.14493474,0.08334562,0.0020136784
ID_DUVQWO,0.9712026,0.0030329032,1.1527738e-06,0.025744347,1.9043811e-05
ID_TH5J2W,0.47547427,0.063861825,0.0008718254,0.45941055,0.00038152502
ID_OSXVWB,0.018904863,0.78358287,0.019770402,0.17702428,0.0007175575
ID_0N9CWU,0.84168476,0.009215399,1.0000081e-07,0.1490608,3.8959563e-05
ID_FF1PBK,0.5716241,0.36295798,0.01749888,0.047731306,0.00018763507
ID_UHC8IE,0.00069527817,0.23746085,3.6549158e-05,0.7617964,1.0956123e-05
ID_F4N0AP,0.00028071884,0.15541011,4.413811e-09,0.8443086,4.7092436e-07
ID_DUICYW,1.581409e-06,0.22731198,6.35019e-11,0.7726845,1.9236197e-06
ID_8L14AJ,0.0010610382,0.9630572,5.141073e-05,0.034826122,0.0010042562
ID_LKQ2J6,0.0026030561,0.9948428,1.6199414e-05,0.0024804722,5.7473608e-05
ID_LZ4WMI,0.64407915,0.101513885,0.016660895,0.23774062,5.4381057e-06
ID_607DHU,0.0037265008,0.39197177,7.1443117e-07,0.60430086,1.9894968e-07
ID_NUEM53,6.181555e-07,0.049911227,8.9900745e-08,0.95008796,3.8429967e-08
ID_KE4OQG,0.30746788,0.4703181,3.418753e-05,0.21940447,0.0027753108
ID_X38F51,0.985748,0.009326388,1.0990222e-05,0.0049145394,2.0955033e-08
ID_50N8E5,0.00012798315,0.72365814,4.1431173e-07,0.27621213,1.3258281e-06
ID_83S89D,0.0020116158,0.22660942,8.076881e-08,0.77135706,2.1867663e-05
ID_Y502JL,2.4062047e-06,0.100734875,3.2886234e-09,0.89926267,1.989143e-08
ID_1SG38X,0.008644012,0.56223226,2.7397377e-07,0.009777574,0.41934586
ID_MBTN48,0.26429167,0.29537842,0.0007570077,0.43944877,0.00012410758
ID_XVOWGU,0.0010391063,0.55791986,0.0062209363,0.43432677,0.0004933585
ID_C6FDZO,0.0024136114,0.8992717,8.1897883e-07,0.098313466,4.3555616e-07
ID_OSC2WN,0.0002581446,0.07884672,1.5917497e-08,0.92089343,1.725307e-06
ID_A5HLKA,0.0016602711,0.1856536,2.7788058e-06,0.81268275,6.6575683e-07
ID_9QRLSH,7.121759e-05,0.7102869,1.21383295e-08,0.28964165,2.2031774e-07
ID_QNW1NG,0.011244536,0.3042214,0.00551875,0.67879105,0.00022424094
ID_IKVV79,0.00025620087,0.1103393,0.00010123481,0.8892443,5.8926653e-05
ID_X5DZFW,0.31600654,0.12933163,5.0876144e-05,0.55332243,0.0012884499
ID_ZZ9YVT,0.087932765,0.8454974,6.2739186e-06,0.0665491,1.44255055e-05
ID_IUFHIE,0.00027063137,0.9935155,2.5609486e-09,0.0062139235,1.2696884e-08
ID_2CXE6Z,0.00017443582,0.6000843,2.9066436e-08,0.3997347,6.5089375e-06
ID_5ZB9UR,0.29930323,0.055265535,0.0005089227,0.6449133,8.968052e-06
ID_DQ168L,0.0006370506,0.83992946,2.9223782e-05,0.1593706,3.3739238e-05
ID_ECMHM8,0.00046693106,0.10071976,8.634213e-06,0.8987333,7.1395625e-05
ID_7XHCO7,0.003535894,0.15789197,3.2864555e-05,0.8379528,0.0005864281
ID_YWJOQY,0.9098545,0.05680547,0.011557919,0.021781426,6.267074e-07
ID_VHT7FC,0.016862353,0.70086443,6.824252e-06,0.26108924,0.021177148
ID_5DX5XW,0.00048128265,0.8309557,1.0632071e-09,0.16856222,8.0130013e-07
ID_B6W5FW,0.99601173,0.0030673656,2.71516e-05,0.00089226576,1.4584318e-06
ID_A1EF00,0.00017990691,0.21622819,1.2301537e-05,0.783579,5.901179e-07
ID_PF4UDD,0.001211162,0.074897096,1.7096106e-06,0.9238857,4.30397e-06
ID_QYSXKB,0.94461423,0.035589904,0.0009470879,0.018848388,3.2551011e-07
ID_SK5CR9,0.9222858,0.030035235,0.031145394,0.0165234,1.01628875e-05
ID_UVDZWU,0.00010392677,0.8432331,2.208162e-09,0.15663858,2.4366398e-05
ID_14YUIO,0.0021134051,0.28301316,2.4555882e-07,0.7148471,2.6127313e-05
ID_08QQWR,0.031230573,0.84320396,1.5251224e-07,0.12554581,1.9420248e-05
ID_K0FSN2,0.014402187,0.14048484,1.9033633e-06,0.84506214,4.8958464e-05
ID_KAOMCU,0.62023515,0.3726505,0.003249189,0.0036005944,0.00026456307
ID_6PUAKW,0.9857538,0.0022010573,1.293601e-05,0.012032152,1.1445225e-07
ID_6WZR90,0.0037546277,0.06307222,0.00010185504,0.9330713,5.161571e-10
ID_KS5Z0E,0.008389661,0.5828836,3.181451e-08,0.40857834,0.00014842565
ID_US5CVL,3.2025441e-06,0.08598211,1.1026444e-09,0.17819323,0.73582137
ID_ZVGK72,0.9817963,0.0071040452,6.729255e-10,0.011099564,7.245116e-08
ID_DK03VI,0.030215029,0.59364384,0.00067113165,0.37271318,0.0027567798
ID_SXI2EA,0.99618113,0.002748762,3.9087758e-05,0.0010307936,2.275099e-07
ID_WS4JZD,4.955529e-05,0.79142785,5.267389e-06,0.20848534,3.1963216e-05
ID_T5O5RE,0.025273088,0.9548292,8.1554266e-05,0.019685954,0.00013020173
ID_PVWUSP,0.9795686,0.017898154,9.602014e-07,0.0025317054,5.467667e-07
ID_RNYL4P,0.07037207,0.42450374,0.0005844105,0.5045268,1.29211385e-05
ID_U8SFLB,0.036243163,0.40323633,0.00016750045,0.56035256,3.72646e-07
ID_2NZ89R,0.004524992,0.13745427,0.00015453163,0.8568929,0.0009733365
ID_OEOW09,0.0037664233,0.06412091,0.05903538,0.8729797,9.750027e-05
ID_ETT9KK,0.0146298325,0.08606989,3.7372153e-08,0.8992513,4.9057664e-05
ID_84GAU6,0.21486364,0.12260185,0.003747324,0.65878695,1.9823028e-07
ID_QI9ZOF,0.011674921,0.5553417,0.035978157,0.3970045,7.119516e-07
ID_RN4WXU,0.40457547,0.3592933,5.6042172e-05,0.23586285,0.00021230505
ID_DTX7CE,0.0018407719,0.8952477,8.4436573e-07,0.102895394,1.5273055e-05
ID_PQZ7L1,0.730419,0.03485923,0.0011219993,0.23359907,7.3393113e-07
ID_7RYOOR,0.00039184265,0.30572835,0.002002674,0.6918743,2.82098e-06
ID_0M70MH,0.91719085,0.06740077,0.0040533803,0.011352348,2.7063886e-06
ID_QDNEIN,0.037253477,0.42322898,0.4363693,0.10293209,0.00021623836
