ID,DR,G,ND,WD,other
ID_QW9GQM,0.003908178,0.39009747,7.2683486e-07,0.60599226,1.3618372e-06
ID_G9VPQ9,0.016087689,0.8755576,0.0018397929,0.1059158,0.00059916294
ID_QIMIEM,0.00058291794,0.2001242,6.364097e-06,0.7986254,0.00066112366
ID_TSINUQ,0.0038269686,0.59729713,4.6701916e-07,0.39884818,2.723421e-05
ID_I7OOHH,0.14982632,0.24756333,0.0001423326,0.60246795,4.070156e-08
ID_QG9HRD,0.62389004,0.35167193,1.6395413e-08,0.02443377,4.2460533e-06
ID_4H8KV9,0.42160997,0.08274263,2.1870323e-05,0.49561787,7.737492e-06
ID_QG7V9L,0.2071135,0.1902632,0.008862512,0.2566962,0.33706465
ID_JD7LXZ,0.15660818,0.4436949,1.8208382e-05,0.39966697,1.1814424e-05
ID_SHOLMQ,0.39073572,0.45876017,1.8018288e-07,0.15019098,0.000312916
ID_33PCW7,0.0024461404,0.017628899,1.1380031e-05,0.9799135,1.0457423e-07
ID_M6GY9M,0.84127915,0.09917771,6.508272e-08,0.059063125,0.00047992362
ID_VQIRFJ,0.006559827,0.4726828,0.0012195384,0.519358,0.00017985258
ID_6R1XNE,0.003064986,0.98025686,5.536246e-06,0.016585954,8.6638465e-05
ID_FKC2OS,0.004085266,0.26313362,0.0002965042,0.7323417,0.00014290064
ID_0JHFOF,0.0554705,0.8583811,4.1752958e-07,0.08614486,3.0984945e-06
ID_I0FQA2,0.0021184545,0.9063716,0.0005096544,0.090991385,8.8824545e-06
ID_DUVQWO,0.92120725,0.0068668886,4.591534e-05,0.071871,8.97909e-06
ID_TH5J2W,0.41695723,0.26101726,9.275329e-06,0.32196397,5.223245e-05
ID_OSXVWB,0.037771292,0.7084195,0.17517334,0.07539481,0.0032410074
ID_0N9CWU,0.8540016,0.013471401,2.221372e-05,0.13250144,3.329261e-06
ID_FF1PBK,0.19341922,0.7601841,3.1986158e-07,0.04638298,1.3343751e-05
ID_UHC8IE,0.005139306,0.20412715,2.1385663e-06,0.7907077,2.3668645e-05
ID_F4N0AP,8.508094e-05,0.18854813,8.037663e-10,0.8113667,1.0116651e-07
ID_DUICYW,0.00026651064,0.16073278,3.951972e-11,0.83896023,4.0541072e-05
