ID,DR,G,ND,WD,other
ID_QW9GQM,0.00059154775,0.99912745,1.4938846e-10,0.00028080502,2.0664082e-07
ID_G9VPQ9,0.0053826626,0.98291945,2.1203556e-08,0.006147492,0.0055503547
ID_QIMIEM,2.929673e-06,0.81414247,0.0072802342,0.17857434,7.772601e-09
ID_TSINUQ,0.00042176247,0.46849892,0.00016049584,0.53091836,4.715024e-07
ID_I7OOHH,0.004209398,0.9935056,1.013633e-06,0.0022758262,8.069778e-06
ID_QG9HRD,0.4272445,0.5715916,2.4023743e-06,0.0011598261,1.6231886e-06
ID_4H8KV9,0.00023459384,0.1750759,6.330009e-05,0.8245982,2.7966422e-05
ID_QG7V9L,0.00012958389,0.00035761125,9.204252e-08,0.99950826,4.543184e-06
ID_JD7LXZ,8.1653394e-07,0.99779725,5.0629804e-08,0.0021984156,3.4835607e-06
ID_SHOLMQ,8.2941e-06,0.9998248,1.3818213e-08,0.00014424136,2.2683449e-05
ID_33PCW7,6.7434524e-07,0.21092096,0.0046282015,0.78444016,1.0024031e-05
ID_M6GY9M,0.1337788,0.84565735,2.7264367e-05,0.018660478,0.0018761682
ID_VQIRFJ,1.3391824e-05,0.9998055,2.2450633e-10,7.1259674e-05,0.00010986737
ID_6R1XNE,1.7759336e-06,0.9455267,3.5300776e-08,0.054471318,9.465013e-08
ID_FKC2OS,2.547262e-05,0.089577325,1.7452039e-06,0.9103933,2.0329962e-06
ID_0JHFOF,0.33557323,0.28772414,0.0018949991,0.37048787,0.004319788
ID_I0FQA2,4.7350036e-06,0.99980587,1.6248146e-08,0.00018916122,3.0695975e-07
ID_DUVQWO,0.9998565,2.7429136e-05,3.440545e-07,0.000115726376,1.4776805e-08
ID_TH5J2W,0.3998939,0.00835726,6.685973e-07,0.5857277,0.006020461
ID_OSXVWB,0.0011112578,0.9546213,5.2134747e-06,0.04400121,0.00026091683
ID_0N9CWU,0.2750381,0.008167612,1.4633467e-06,0.7109367,0.0058561037
