ID,DR,G,ND,WD,other
ID_QW9GQM,5.731377e-06,0.6457,1.1188712e-06,0.35421512,7.807338e-05
ID_G9VPQ9,0.068303496,0.78227234,0.005321526,0.11145347,0.032649152
ID_QIMIEM,0.001021941,0.33349532,4.9013997e-05,0.6616774,0.0037562964
ID_TSINUQ,0.0064513003,0.7173223,0.0013460167,0.2703514,0.004529018
ID_I7OOHH,0.013609391,0.72980344,0.0006860453,0.25354508,0.002356069
ID_QG9HRD,0.37054068,0.6117423,7.5560965e-05,0.017264621,0.00037682522
ID_4H8KV9,0.016607087,0.12648265,0.051955953,0.8043643,0.0005898854
ID_QG7V9L,0.0027852461,0.5947854,0.0020410854,0.38811994,0.012268296
ID_JD7LXZ,0.00988836,0.76746804,0.0028333368,0.20176765,0.018042717
ID_SHOLMQ,0.00042078242,0.8417616,7.993031e-06,0.044644542,0.11316508
ID_33PCW7,0.028381547,0.0890683,0.0022284111,0.87687933,0.0034424008
ID_M6GY9M,0.5015121,0.34542647,0.0033665304,0.14075409,0.008940768
ID_VQIRFJ,9.583247e-05,0.8452889,8.134367e-05,0.15449718,3.6772737e-05
ID_6R1XNE,0.00033207418,0.9933547,4.8753143e-05,0.006264008,4.3013213e-07
ID_FKC2OS,1.6850356e-07,0.11128555,0.00060753163,0.88799095,0.00011584677
ID_0JHFOF,0.010224603,0.9671786,0.0002533581,0.021590017,0.00075343304
ID_I0FQA2,1.2374071e-05,0.9895252,2.1957413e-07,0.007392611,0.0030696318
ID_DUVQWO,0.8281686,0.0068862042,0.034238856,0.13026425,0.0004421357
ID_TH5J2W,0.6845235,0.026354186,0.005875282,0.27313358,0.01011336
ID_OSXVWB,0.0028709196,0.90067136,0.006115066,0.08927059,0.0010720725
ID_0N9CWU,0.27960566,0.013140292,0.00077526615,0.7031088,0.0033701072
ID_FF1PBK,0.08201489,0.7975294,0.00026313186,0.11926985,0.0009227953
ID_UHC8IE,0.0002538597,0.49385238,0.0016003464,0.4926776,0.011615787
ID_F4N0AP,2.4032888e-05,0.64376837,0.00030457514,0.35573703,0.00016601634
ID_DUICYW,0.0001344053,0.50383884,0.00024764315,0.4846387,0.011140393
ID_8L14AJ,0.00049067085,0.81096315,1.0139674e-05,0.1870572,0.001478755
ID_LKQ2J6,1.0498811e-05,0.9996263,9.448222e-06,0.00035297248,8.448007e-07
ID_LZ4WMI,0.15345782,0.07038966,0.007488176,0.33327645,0.43538788
ID_607DHU,4.6238594e-05,0.60920745,1.8166917e-05,0.3870665,0.003661694
ID_NUEM53,0.000117765165,0.03702695,0.00030288368,0.9610118,0.001540492
ID_KE4OQG,0.07123143,0.65402085,0.025697602,0.1671325,0.08191765
ID_X38F51,0.88668495,0.069368504,0.009728434,0.023843866,0.010374244
ID_50N8E5,4.995613e-05,0.7799367,1.0140321e-05,0.21997896,2.4208266e-05
ID_83S89D,0.00027339163,0.294715,2.4706473e-05,0.7035911,0.0013958612
ID_Y502JL,6.74734e-05,0.01573201,0.00013484189,0.9810378,0.0030278927
ID_1SG38X,0.0017604531,0.9515931,8.274141e-06,0.043101355,0.0035368125
ID_MBTN48,0.0007595055,0.2184529,8.373908e-05,0.77945334,0.0012504718
ID_XVOWGU,1.5205824e-06,0.9188692,1.8133353e-07,0.0811249,4.2186266e-06
ID_C6FDZO,0.0014326232,0.91613376,6.822622e-05,0.08212812,0.00023729047
ID_OSC2WN,1.0725892e-06,0.070943154,3.0224744e-06,0.92883766,0.00021505238
ID_A5HLKA,0.0003981953,0.61536956,0.0017144559,0.38153568,0.0009821453
ID_9QRLSH,9.918205e-06,0.09709419,1.895248e-05,0.9026354,0.00024150337
ID_QNW1NG,0.00014786932,0.33285028,0.0040503154,0.66263765,0.0003139033
ID_IKVV79,2.4547464e-05,0.0026702685,9.483555e-05,0.9972025,7.799022e-06
ID_X5DZFW,0.098450325,0.67655253,0.0022371118,0.216829,0.0059309853
ID_ZZ9YVT,0.0036688296,0.57706743,0.00063859666,0.41317213,0.005453028
ID_IUFHIE,0.0050767385,0.8642448,0.00042965513,0.08758414,0.042664662
ID_2CXE6Z,0.001253072,0.47182423,0.00068205834,0.5260418,0.00019883606
ID_5ZB9UR,0.68482816,0.057576265,0.019474827,0.2360572,0.0020635228
ID_DQ168L,4.8228645e-07,0.99702495,3.18849e-06,0.0029704596,9.3282335e-07
ID_ECMHM8,7.008751e-05,0.021076838,1.0137056e-05,0.9788189,2.4049152e-05
ID_7XHCO7,0.0015637547,0.060248815,0.00033091032,0.937506,0.00035044653
ID_YWJOQY,0.983145,0.013992597,0.0007351687,0.0020515702,7.5540374e-05
ID_VHT7FC,0.0008760655,0.49245074,0.00021943024,0.47813478,0.028318953
ID_5DX5XW,0.0014472081,0.942103,2.7871252e-05,0.055973608,0.0004482739
ID_B6W5FW,0.8388551,0.14039099,0.0015669297,0.01547649,0.003710445
ID_A1EF00,0.00019309045,0.43315116,0.0003736084,0.5661954,8.672414e-05
ID_PF4UDD,0.00089335506,0.083425924,0.00041501073,0.9150408,0.00022484049
ID_QYSXKB,0.8098451,0.047203373,0.11888377,0.020295277,0.003772564
ID_SK5CR9,0.6900672,0.10591536,0.14697687,0.03276348,0.024277104
ID_UVDZWU,8.312256e-06,0.9114166,1.4572104e-06,0.050838757,0.037734892
ID_14YUIO,2.5700706e-06,0.40345064,5.9950175e-06,0.5964887,5.2067215e-05
ID_08QQWR,0.0011446377,0.8521446,0.00029457093,0.14609443,0.0003217317
ID_K0FSN2,0.011931347,0.050597798,0.00075337064,0.93589246,0.0008250101
ID_KAOMCU,0.045832004,0.933751,0.0093462765,0.009721139,0.0013495106
ID_6PUAKW,0.877629,0.040176656,0.023383982,0.05845603,0.00035432912
ID_6WZR90,0.0024884592,0.03065701,8.364532e-05,0.9667522,1.8694645e-05
ID_KS5Z0E,0.034291368,0.6499448,0.00041984022,0.30842477,0.0069191703
ID_US5CVL,0.0050686165,0.31550333,0.0003820093,0.37111464,0.30793136
ID_ZVGK72,0.9132097,0.058386,0.0085394215,0.018678736,0.0011861529
ID_DK03VI,0.0018750516,0.96086687,0.00010624126,0.035718866,0.0014328873
ID_SXI2EA,0.89482695,0.09723218,0.0036642654,0.004146709,0.0001299782
ID_WS4JZD,2.6394502e-05,0.9856667,7.407782e-05,0.014182179,5.063635e-05
ID_T5O5RE,0.0011668279,0.99848026,1.7194987e-05,0.0002929174,4.285924e-05
ID_PVWUSP,0.7545205,0.24118434,0.0012489753,0.0027094511,0.00033673854
ID_RNYL4P,0.0009921863,0.3696901,1.51609165e-05,0.6292865,1.60605e-05
ID_U8SFLB,0.0001600968,0.34218785,0.0021639222,0.65527076,0.00021735135
ID_2NZ89R,0.021676855,0.46050665,0.0027874473,0.49229488,0.022734161
ID_OEOW09,0.0003699772,0.43709007,0.0007977706,0.5596027,0.0021395495
ID_ETT9KK,0.015748203,0.45935747,7.256297e-05,0.52455705,0.00026476398
ID_84GAU6,0.070030265,0.065056644,0.053034957,0.8066835,0.0051946878
ID_QI9ZOF,0.0013856031,0.49041718,0.0029933322,0.50274044,0.0024634106
ID_RN4WXU,0.07324666,0.43942896,0.0042207185,0.39100045,0.09210318
ID_DTX7CE,0.0004383014,0.8955049,0.0007643347,0.08896688,0.014325564
ID_PQZ7L1,0.5203511,0.051000636,0.09261848,0.30046406,0.035565697
ID_7RYOOR,0.00021347892,0.44563866,6.240288e-05,0.55282736,0.0012580744
ID_0M70MH,0.38343155,0.5528681,0.01826755,0.04251834,0.0029144436
ID_QDNEIN,0.007727709,0.97917503,0.00028563786,0.011230377,0.0015812602
ID_TCTVD2,0.00057912176,0.5654657,0.00013778692,0.43368545,0.00013199922
ID_CZPNKP,0.0002100253,0.8255255,0.00010684305,0.15796295,0.016194703
ID_9JK4P8,0.005319312,0.3037277,0.014935591,0.65947115,0.016546328
ID_5HJHUX,0.66989934,0.28618598,0.008265252,0.030398771,0.005250699
ID_GAGQOT,0.42536306,0.2435111,0.017018806,0.31049442,0.0036126564
ID_2MBTJ7,1.626898e-05,0.8921092,1.626037e-05,0.10762856,0.00022971172
ID_FLW8GN,0.88194966,0.02085004,0.00065110973,0.095786326,0.0007628748
ID_NEN2IE,0.13551721,0.4973807,0.010541333,0.2864104,0.070150375
ID_MJ5E5T,0.8251973,0.029273106,0.04231653,0.09007701,0.013136131
ID_V3U3SB,0.0039954623,0.37339073,0.0040957294,0.60965556,0.008862537
ID_EAIA7K,0.0014658637,0.9970259,3.1676485e-05,0.0006728619,0.0008037603
ID_QZ1GNF,2.379139e-06,0.9782898,5.2845675e-09,0.021707432,3.624577e-07
ID_XOIEMC,0.016786339,0.18793194,0.0052941325,0.7849049,0.00508268
ID_M1XV26,0.025104577,0.25162643,0.009881129,0.4211327,0.2922552
ID_F4T0AG,0.07268312,0.5641016,0.0012224055,0.35909966,0.002893239
ID_2AJK1C,0.016531292,0.7937522,0.0005523521,0.18428989,0.0048743207
ID_5X36NP,0.0031677193,0.78517187,0.0001636632,0.206588,0.004908782
ID_6UV0I2,0.983287,0.012336552,0.002185552,0.0018183896,0.00037252926
ID_7CYFWU,0.00032618231,0.870439,0.0004654359,0.096076965,0.032692455
ID_Y9HPHA,0.023682961,0.963484,0.0002467203,0.0119688045,0.0006175262
ID_9MO69Z,0.0025246693,0.5631722,5.9945934e-05,0.35987487,0.0743683
ID_QUVQGH,0.000163796,0.8815974,0.0001162536,0.11787829,0.00024430218
ID_Q82C09,0.011140429,0.9504455,0.0015341751,0.036746804,0.00013315087
ID_MVLC5W,0.030719027,0.8041891,0.0005002515,0.15187965,0.012711946
ID_ETMLWO,0.00825129,0.6789735,0.0073855924,0.2944407,0.010948962
ID_IWRSE1,0.01018052,0.79303855,0.00049702416,0.19413204,0.0021519123
ID_SYWTC8,0.25067484,0.6795502,0.0056990003,0.061393324,0.0026826463
ID_3W8ZIF,0.11448314,0.2121655,0.009228511,0.6494759,0.014646937
ID_W787YF,0.323099,0.041134443,0.628854,0.0011245575,0.0057880827
ID_C6IS7N,6.19104e-06,0.5349243,5.0985076e-05,0.46501076,7.732359e-06
ID_0NUIDW,0.0062781377,0.6555091,0.0017148553,0.33137414,0.0051237126
ID_7BSQZ5,3.117191e-05,0.6971109,5.888515e-06,0.29544675,0.007405273
ID_WOEYHM,0.0024484484,0.75781405,3.0878375e-05,0.16014399,0.0795626
ID_0I8LOQ,0.21410179,0.09772649,0.07577178,0.57811385,0.0342861
ID_5FUJUT,1.7325106e-06,0.9024222,1.2210852e-06,0.09756866,6.185412e-06
ID_81BVSJ,0.36585185,0.23154412,0.08468582,0.3157166,0.0022015912
ID_8JZ4U2,0.0004711914,0.025574781,0.0012306429,0.9726136,0.00010977401
ID_00BU33,0.0005723893,0.3371207,0.002449497,0.6597152,0.00014227969
ID_U85UVV,6.374102e-06,0.10828406,6.504858e-05,0.89153975,0.000104772604
ID_BHPGTG,0.0004310485,0.45335755,9.399856e-06,0.54565746,0.00054454315
ID_F7JGRZ,0.090943426,0.8348146,0.0075002485,0.026423726,0.040317997
ID_WZVMC3,0.0029299355,0.87115574,2.3418901e-05,0.066363856,0.059526928
ID_G8DH9H,0.0029145323,0.23599239,0.0044021495,0.72750384,0.029187063
ID_OWDEJE,0.0055932463,0.25162446,0.0008302962,0.7346945,0.007257507
ID_QLOB5I,5.4130846e-06,0.1625656,5.9337337e-05,0.83736306,6.560198e-06
ID_278G3A,0.007795706,0.8291493,0.0007198585,0.1591279,0.0032072007
ID_K6UXTG,0.6757255,0.11198944,0.196637,0.013612072,0.0020360055
ID_63GHUP,7.129311e-05,0.47655502,4.7890593e-05,0.52176124,0.0015645479
ID_VBTIUV,0.005225655,0.63783205,0.006109643,0.35042208,0.000410561
ID_VEJ1I3,0.0018338831,0.8511112,4.8531212e-05,0.14321291,0.0037934962
ID_ESZYMM,0.08749731,0.8295008,0.0009766225,0.064002976,0.018022241
ID_S3VL8N,0.0032378884,0.7640805,8.440662e-05,0.23046765,0.0021295766
ID_NDC3P1,0.00033667614,0.31961596,3.0504158e-05,0.68000114,1.5788357e-05
ID_CURS6N,0.0060229916,0.5767142,0.00041693475,0.40827885,0.008566976
ID_T2YJVV,0.037710436,0.21721973,0.0013639051,0.6317207,0.11198523
ID_37BRG6,0.00014266283,0.5245456,0.0003296493,0.47178206,0.0032000386
